CODIGO,DESCRIPCION,LATITUD,LONGITUD,DIRECION,CP,POBLACION,PROVINCIA,PAIS,CERCANIAS,FEVE,COMUN
60207,EL ROMERAL,39.694516,-3.430502,"Pla. Esquina del Cristino, S/N",45770,ROMERAL (EL),TOLEDO,ESPAÑA,NO,NO,
60300,VILLACAÑAS,39.622698,-3.33051,"Paseo Estación Ferrocarril, S/N",45860,VILLACAÑAS,TOLEDO,ESPAÑA,NO,NO,
60301,QUERO,39.504173,-3.266072,"Ctra. Estación Ferrocarril, S/N",45790,QUERO,TOLEDO,ESPAÑA,NO,NO,
60400,ALCÁZAR DE SAN JUAN,39.395628,-3.205744,"C/ Alvarez Guerra, S/N",13600,ALCÁZAR DE SAN JUAN,CIUDAD REAL,ESPAÑA,NO,NO,
60402,CAMPO DE CRIPTANA,39.394343,-3.117746,"Avda. Agustin de la Fuente, 49",13610,CAMPO DE CRIPTANA,CIUDAD REAL,ESPAÑA,NO,NO,
60406,SOCUÉLLAMOS,39.278776,-2.775571,"C/ Estación Ferrocarril, S/N",13630,SOCUÉLLAMOS,CIUDAD REAL,ESPAÑA,NO,NO,
60500,VILLARROBLEDO,39.260868,-2.598621,"C/ Juan Ferreira, S/N",2600,VILLARROBLEDO,ALBACETE,ESPAÑA,NO,NO,
60503,MINAYA,39.240738,-2.348403,"C/ Estación Ferrocarril, S/N",2620,MINAYA,ALBACETE,ESPAÑA,NO,NO,
60505,LA RODA DE ALBACETE,39.199594,-2.162547,"Pla. Estación Ferracarril, S/N",2630,RODA (LA),ALBACETE,ESPAÑA,NO,NO,
60507,LA GINETA,39.111665,-2.000155,"C/ Santa Ana, S/N",2110,GINETA (LA),ALBACETE,ESPAÑA,NO,NO,
60600,ALBACETE-LOS LLANOS,38.999384,-1.84845,"C/ Federico García Lorca, 1",2001,ALBACETE,ALBACETE,ESPAÑA,NO,NO,
60800,ALMANSA,38.867822,-1.105446,"Pla. Primero de Mayo, 1",2640,ALMANSA,ALBACETE,ESPAÑA,NO,NO,
60900,LA ENCINA,38.765344,-0.954244,"Avda. Constitucion, 1",3408,VILLENA,ALICANTE/ALACANT,ESPAÑA,NO,NO,
60901,CAUDETE,38.716163,-0.959727,"Ctra. Cv - 656 --- Estación Ferrocarril, S/N",2660,CAUDETE,ALBACETE,ESPAÑA,NO,NO,
60902,VILLENA,38.631738,-0.867689,"Ronda de la Estación, S/N",3400,VILLENA,ALICANTE/ALACANT,ESPAÑA,NO,NO,
60904,SAX,38.544251,-0.813729,"Luis Barcelo Santoja, 25",3630,SAX,ALICANTE/ALACANT,ESPAÑA,NO,NO,
60905,ELDA-PETRER,38.484879,-0.80109,"C/ Galicia, S/N",3600,ELDA,ALICANTE/ALACANT,ESPAÑA,NO,NO,
60907,NOVELDA-ASPE,38.407086,-0.777744,"C/ Rafael Altamira, S/N",3660,NOVELDA,ALICANTE/ALACANT,ESPAÑA,NO,NO,
60911,ALICANTE/ALACANT-TERMINAL,38.3447127,-0.4955241,"Avda. Salamanca, 1",3005,ALICANTE/ALACANT,ALICANTE/ALACANT,ESPAÑA,SI,NO,
60913,SANT VICENT CENTRE,38.3946533,-0.5287247,"Vial del Terraplen, S/N",3690,SAN VICENTE DEL RASPEIG/SANT VICENT DEL RASPEIG,ALICANTE/ALACANT,ESPAÑA,SI,NO,
60914,UNIVERSIDAD DE ALICANTE,38.384165,-0.528411,Ctra. San Vicente Raspeig S/Nº,3690,ALICANTE/ALACANT,ALICANTE/ALACANT,ESPAÑA,SI,NO,
61005,HELLÍN,38.508776,-1.688437,"Paseo Yutera del Carmen, S/N",2400,HELLÍN,ALBACETE,ESPAÑA,NO,NO,
61009,CALASPARRA,38.26926,-1.680109,"Calle Estacion Ferrocarril, 8",30420,CALASPARRA,MURCIA,ESPAÑA,NO,NO,
61012,CIEZA,38.246609,-1.421702,"C/ Estación Ferrocarril, 34",30530,CIEZA,MURCIA,ESPAÑA,NO,NO,
61015,ARCHENA-FORTUNA,38.13132,-1.236037,"C/ Estación Ferrocarril, S/N",30627,MOLINA DE SEGURA,MURCIA,ESPAÑA,NO,NO,
61100,ALCANTARILLA,37.97216,-1.215743,,,ALCANTARILLA,MURCIA,ESPAÑA,SI,NO,
61200,MURCIA DEL CARMEN,37.9748243,-1.131508,"Pza. de la Industria, S/N",30002,MURCIA,MURCIA,ESPAÑA,SI,NO,
61303,BALSICAS-MAR MENOR,37.81884,-0.950891,"C/ Mar Menor, S/N",30591,TORRE-PACHECO,MURCIA,ESPAÑA,SI,NO,
61304,TORRE-PACHECO,37.746905,-0.967078,"Avda. Estación Ferrocarril, S/N",30700,TORRE-PACHECO,MURCIA,ESPAÑA,SI,NO,
61307,CARTAGENA,37.604967,-0.975122,"Pla. de Mejico, 2",30203,CARTAGENA,MURCIA,ESPAÑA,NO,NO,
62001,BENIEL,38.0448608,-0.9994759,"Camino de la Estación 15, Beniel (Murcia)",30130,BENIEL,MURCIA,ESPAÑA,SI,NO,
62002,ORIHUELA-MIGUEL HERNÁNDEZ,38.0779321,-0.944606,"Avda Teodomiro, 68",3300,ORIHUELA,ALICANTE/ALACANT,ESPAÑA,SI,NO,
62003,CALLOSA DE SEGURA,38.1227686,-0.8745747,"Paseo Estación del Ferrocarril, S/N",3360,CALLOSA DE SEGURA,ALICANTE/ALACANT,ESPAÑA,SI,NO,
62100,SAN ISIDRO-ALBATERA-CATRAL,38.1670209,-0.8380854,"Camino de la Estación, 16",3349,SAN ISIDRO,ALICANTE/ALACANT,ESPAÑA,SI,NO,
62101,CREVILLENTE,38.2245622,-0.7815283,"Barrio Estación, S/N",3330,CREVILLENT,ALICANTE/ALACANT,ESPAÑA,SI,NO,
62102,ELCHE/ELX-CARRÚS,38.2689783,-0.7063992,"Avda. de la Libertad, S/N",3201,ELCHE/ELX,ALICANTE/ALACANT,ESPAÑA,SI,NO,
62103,ELCHE/ELX-PARC,38.2717809,-0.6952193,"Avda. del Ferrocarril Este, 10",3202,ELCHE/ELX,ALICANTE/ALACANT,ESPAÑA,SI,NO,
62104,TORRELLANO,38.2896365,-0.5824572,"C/ Casa Campo Torrellano Alto P3,82",3320,ELCHE/ELX,ALICANTE/ALACANT,ESPAÑA,SI,NO,
62109,SANT GABRIEL,38.3290647,-0.5086866,Avda. de Elche S/N,3005,ALICANTE/ALACANT,ALICANTE/ALACANT,ESPAÑA,SI,NO,
64003,MOIXENT,38.8777975,-0.7536507,Estación FF.CC. S/N,46640,MOGENTE/MOIXENT,VALENCIA/VALÈNCIA,ESPAÑA,SI,NO,
64007,LENOVA-MANUEL,39.0500727,-0.4776036,"C/ Buenavista, S/N",46660,MANUEL,VALENCIA/VALÈNCIA,ESPAÑA,SI,NO,
64100,XÀTIVA,38.992148,-0.5245402,Estación FF.CC. S/N,46800,XÀTIVA,VALENCIA/VALÈNCIA,ESPAÑA,SI,NO,
64101,MANUEL-L'ENOVA,39.050156,-0.477618,,,MANUEL,VALENCIA/VALÈNCIA,ESPAÑA,SI,NO,
64102,LA POBLA LLARGA,39.0833385,-0.4696592,"Barrio de la Estación, S/N",46670,POBLA LLARGA (LA),VALENCIA/VALÈNCIA,ESPAÑA,SI,NO,
64103,CARCAIXENT,39.1205251,-0.4544102,"Glorieta de la Estación, S/N",46740,CARCAIXENT,VALENCIA/VALÈNCIA,ESPAÑA,SI,NO,
64104,ALZIRA,39.1531495,-0.4506011,"C/ Estación Ferrocarril, S/N",46600,ALZIRA,VALENCIA/VALÈNCIA,ESPAÑA,SI,NO,
64105,ALGEMESÍ,39.1931484,-0.4409196,"C / Estación Ferrocarril, S/N",46680,ALGEMESÍ,VALENCIA/VALÈNCIA,ESPAÑA,SI,NO,
64107,BENIFAIÓ,39.2843027,-0.4299537,"Pla. de la Estación, S/N",46450,BENIFAIÓ,VALENCIA/VALÈNCIA,ESPAÑA,SI,NO,
64200,SILLA,39.3619548,-0.4149813,Estación FF.CC. S/N,46460,SILLA,VALENCIA/VALÈNCIA,ESPAÑA,SI,NO,
64201,CATARROJA,39.4000447,-0.3992195,Ronda del Este S/N,46470,CATARROJA,VALENCIA/VALÈNCIA,ESPAÑA,SI,NO,
64202,MASSANASSA,39.4091934,-0.3953073,Garcia Lorca S/N,46470,MASSANASSA,VALENCIA/VALÈNCIA,ESPAÑA,SI,NO,
64203,ALFAFAR-BENETÚSSER,39.4224232,-0.392605,"C/ Estación Ferrocarril, S/N",46910,ALFAFAR,VALENCIA/VALÈNCIA,ESPAÑA,SI,NO,
64210,ALBAL,39.3918429,-0.4026343,C/ Número Nueve,,,VALENCIA/VALÈNCIA,ESPAÑA,SI,NO,
65000,VALÈNCIA-ESTACIÓ DEL NORD,39.4669305,-0.3772239,"C/ Xativa, 24",46007,VALENCIA,VALENCIA/VALÈNCIA,ESPAÑA,SI,NO,VALEN
65001,ROCA-CÚPER,39.5262094,-0.3238405,C/ San Isidro S/N,46550,MELIANA,VALENCIA/VALÈNCIA,ESPAÑA,SI,NO,
65002,VALÈNCIA-LA FONT DE SANT LLUÍS,39.4416052,-0.371422,"Camino del Molino de las Fuentes S/N, Valencia",46026,VALENCIA,VALENCIA/VALÈNCIA,ESPAÑA,SI,NO,
65003,VALÈNCIA-CABANYAL,39.4702456,-0.3346772,"Avda. Blasco Ibañez, S/N",46022,VALENCIA,VALENCIA/VALÈNCIA,ESPAÑA,SI,NO,
65005,ALBUIXECH,39.5435233,-0.3205526,"Avda Virgen de Albuixech, 23",46550,ALBUIXECH,VALENCIA/VALÈNCIA,ESPAÑA,SI,NO,
65006,MASSALFASSAR,39.5557532,-0.3183058,Estación FF.CC. S/N,46560,MASSALFASSAR,VALENCIA/VALÈNCIA,ESPAÑA,SI,NO,
65007,EL PUIG,39.588302,-0.3116645,"Camino de la Estación, S/N",46540,PUIG DE SANTA MARIA (EL),VALENCIA/VALÈNCIA,ESPAÑA,SI,NO,
65008,PUÇOL,39.6205367,-0.3031085,"Carrer Felipe Sebastian S/N, Puçol (Valencia)",46530,PUÇOL,VALENCIA/VALÈNCIA,ESPAÑA,SI,NO,
65200,SAGUNT,39.6758025,-0.271542,Estación FF.CC. S/N,46500,SAGUNTO/SAGUNT,VALENCIA/VALÈNCIA,ESPAÑA,SI,NO,
65201,LES VALLS,39.7193457,-0.2397602,"Cami Vell D' Almenara, S/N",46500,SAGUNTO/SAGUNT,VALENCIA/VALÈNCIA,ESPAÑA,SI,NO,
65202,ALMENARA,39.7487737,-0.2183811,"C/ Estación de Ferrocarril, S/N",12590,ALMENARA,CASTELLÓN/CASTELLÓ,ESPAÑA,SI,NO,
65203,LA LLOSA,39.7678109,-0.2029444,"C/ de la Acequia, S/N",12591,LLOSA (LA),CASTELLÓN/CASTELLÓ,ESPAÑA,SI,NO,
65204,CHILCHES/XILXES,39.7826726,-0.1903295,"Pza. Jardin, S/N",12592,CHILCHES/XILXES,CASTELLÓN/CASTELLÓ,ESPAÑA,SI,NO,
65205,MONCOFA,39.8208891,-0.1626965,"C/ Estación de Ferrocarril, S/N",12593,NULES,CASTELLÓN/CASTELLÓ,ESPAÑA,SI,NO,
65206,NULES LA VILLAVELLA,39.8532354,-0.1527317,Ramon Lluch S/N,12520,NULES,CASTELLÓN/CASTELLÓ,ESPAÑA,SI,NO,
65207,BURRIANA-ALQUERÍAS NIÑO PERDIDO,39.8965088,-0.1038601,"C/ Estación Ferrocarril, S/N",12530,BORRIANA/BURRIANA,CASTELLÓN/CASTELLÓ,ESPAÑA,SI,NO,
65208,VILA-REAL,39.9330935,-0.0967681,Avda de Francia 14 16,12540,VILA-REAL,CASTELLÓN/CASTELLÓ,ESPAÑA,SI,NO,
65209,ALMASSORA,39.9549079,-0.0767713,"Ctra. de la Estación, S/N",12550,ALMAZORA/ALMASSORA,CASTELLÓN/CASTELLÓ,ESPAÑA,SI,NO,
65300,CASTELLÓ DE LA PLANA,39.9884736,-0.0523456,"C/pintor Oliet, S/N",12006,CASTELLÓN DE LA PLANA/CASTELLÓ DE LA PLANA,CASTELLÓN/CASTELLÓ,ESPAÑA,SI,NO,
65301,LES PALMES,40.021305,-0.000923,,,CASTELLÓN DE LA PLANA/CASTELLÓ DE LA PLANA,CASTELLÓN/CASTELLÓ,ESPAÑA,NO,NO,
65304,ORPESA,40.092258,0.139861,"Pl. L'Estacio Ferrocarril, S/N",12594,OROPESA DEL MAR/ORPESA,CASTELLÓN/CASTELLÓ,ESPAÑA,SI,NO,
65306,TORREBLANCA,40.212211,0.198779,"C/ de L'Estacio, 47",12596,TORREBLANCA,CASTELLÓN/CASTELLÓ,ESPAÑA,SI,NO,
65308,ALCALÁ DE CHIVERT,40.30469,0.228717,"Passeig Herois del Marroc, S/N",12570,ALCALÀ DE XIVERT,CASTELLÓN/CASTELLÓ,ESPAÑA,SI,NO,
65311,BENICARLÓ-PEÑÍSCOLA,40.427639,0.415217,"Pla. Estación Ferrocarril, S/N",12580,BENICARLÓ,CASTELLÓN/CASTELLÓ,ESPAÑA,SI,NO,
65312,VINARÒS,40.471682,0.455727,"Pza. Estación Ferrocarril, S/N",12500,VINARÒS,CASTELLÓN/CASTELLÓ,ESPAÑA,SI,NO,
65314,ULLDECONA-ALCANAR-LA SÉNIA,40.5959267,0.44927448,"Passeig de L'Estació, S/N",43550,ULLDECONA,TARRAGONA,ESPAÑA,SI,NO,
65318,BENICÀSSIM,40.0579451,0.0577646,"Pza. de la Estación S/N, Benicàssim (Castelló)",12560,BENICASIM/BENICÀSSIM,CASTELLÓN/CASTELLÓ,ESPAÑA,SI,NO,
65400,TORTOSA,40.807333,0.5230136,"C/ Poeta Vicente I Garcia, 6 - 12",43500,TORTOSA,TARRAGONA,ESPAÑA,SI,NO,
65401,CAMP-REDÓ,40.7591556,0.55584433,"C/ Estació Ferrocarril, S/N",43897,TORTOSA,TARRAGONA,ESPAÑA,SI,NO,
65402,L'ALDEA-AMPOSTA-TORTOSA,40.753564,0.61430923,"C/ Arrabal de Ramon, S/N",43896,ALDEA (L'),TARRAGONA,ESPAÑA,SI,NO,
65403,CAMARLES-DELTEBRE,40.7747633,0.67176095,"C/ Estación Ferrocarril, S/N",43894,CAMARLES,TARRAGONA,ESPAÑA,SI,NO,
65404,L'AMPOLLA-EL PERELLÓ-DELTEBRE,40.8119898,0.70826336,"Pl. Francesc Macià, S/N",43895,AMPOLLA (L'),TARRAGONA,ESPAÑA,SI,NO,
65405,L'AMETLLA DE MAR,40.8862,0.80045321,"C/ Goya, S/N",43860,AMETLLA DE MAR (L'),TARRAGONA,ESPAÑA,SI,NO,
65408,MONT-ROIG DEL CAMP,41.044963,0.990722,"Carretera N-340 - Partida Poblas, S/N",43892,MONT-ROIG DEL CAMP,TARRAGONA,ESPAÑA,NO,NO,
65410,SALOU,41.077438,1.129205,"Calle Carles Roig, S/N",43840,SALOU,TARRAGONA,ESPAÑA,SI,NO,
65411,SALOU-PORT AVENTURA,41.0884798,1.14605195,"Avenida del 30 Doctubre, S/N",43840,SALOU,TARRAGONA,ESPAÑA,SI,NO,
65420,L'HOSPITALET DE L'INFANT,40.99939,0.91253887,"Pl. de L'Estació, S/N",43891,VANDELLÒS I L'HOSPITALET DE L'INFANT,TARRAGONA,ESPAÑA,SI,NO,
65422,CAMBRILS,41.0815642,1.04603752,"Av. de Charles Robert Darwin, S/N",43850,CAMBRILS,TARRAGONA,ESPAÑA,SI,NO,
65555,VALENCIA ENLACE,39.465064,-0.377433,,,VALENCIA,VALENCIA/VALÈNCIA,ESPAÑA,SI,NO,VALEN
66001,ONTÍGOLA,40.000827,-3.572896,"Calle Camino Estacion Ferrocarril, S/N",45340,ONTÍGOLA,TOLEDO,ESPAÑA,NO,NO,
66002,OCAÑA,39.964663,-3.48596,"Calle Estacion Ferrocarril, S/N",45300,OCAÑA,TOLEDO,ESPAÑA,NO,NO,
66003,NOBLEJAS,39.972508,-3.442583,"Paseo Estacion Ferrocarril, S/N",45350,NOBLEJAS,TOLEDO,ESPAÑA,NO,NO,
66004,VILLARRUBIA DE SANTIAGO,39.966431,-3.367846,"Calle Estacion Ferrocarril, S/N",45360,VILLARRUBIA DE SANTIAGO,TOLEDO,ESPAÑA,NO,NO,
66005,SANTA CRUZ DE LA ZARZA,39.97319,-3.180424,"Avenida Castilla la Mancha, S/N",45370,SANTA CRUZ DE LA ZARZA,TOLEDO,ESPAÑA,NO,NO,
66006,TARANCÓN,40.006502,-3.009691,"Glorieta Estacion Ferrocarril, S/N",16400,TARANCÓN,CUENCA,ESPAÑA,NO,NO,
66008,HUELVES,40.043534,-2.885692,,,HUELVES,CUENCA,ESPAÑA,NO,NO,
66009,PAREDES DE MELO,40.112329,-2.796578,,,PAREDES,CUENCA,ESPAÑA,NO,NO,
66010,VELLISCA,40.112304,-2.79631,,,VELLISCA,CUENCA,ESPAÑA,NO,NO,
66011,HUETE,40.14711,-2.681597,"Paseo Estacion Ferrocarril, S/N",16500,HUETE,CUENCA,ESPAÑA,NO,NO,
66012,CARACENILLA,40.153433,-2.568419,,,HUETE,CUENCA,ESPAÑA,NO,NO,
66013,CASTILLEJO DEL ROMERAL,40.137194,-2.506921,"Calle Estacion Ferrocarril, S/N",16541,HUETE,CUENCA,ESPAÑA,NO,NO,
66014,CUEVAS DE VELASCO,40.155491,-2.408516,"Calle Estacion Ferrocarril, S/N",16542,VILLAR Y VELASCO,CUENCA,ESPAÑA,NO,NO,
66015,VILLAR DEL SAZ DE NAVALÓN,40.169257,-2.357093,,,FUENTENAVA DE JÁBAGA,CUENCA,ESPAÑA,NO,NO,
66016,CHILLARÓN,40.1029,-2.220966,"Calle Estacion Ferrocarril, S/N",16190,CHILLARÓN DE CUENCA,CUENCA,ESPAÑA,NO,NO,
66100,CUENCA,40.06734,-2.136471,"Calle Mariano Catalina, 10",16004,FUENTE OBEJUNA,CUENCA,ESPAÑA,NO,NO,CUENC
66103,CAÑADA DEL HOYO,39.953841,-1.889552,"Calle Estacion Ferrocarril, S/N",16340,CAÑADA DEL HOYO,CUENCA,ESPAÑA,NO,NO,
66104,CARBONERAS DE GUADAZAÓN,39.900058,-1.806833,"Carretera Camporrobles, S/N",16350,CARBONERAS DE GUADAZAÓN,CUENCA,ESPAÑA,NO,NO,
66105,ARGUISUELAS,39.83853,-1.812304,"Calle Estacion Ferrocarril, S/N",16360,ARGUISUELAS,CUENCA,ESPAÑA,NO,NO,
66108,YÉMEDA-CARDENETE,39.750898,-1.681895,"Carretera Cuv - 5014 - Estacion Ferrocarril, S/N",16373,YÉMEDA,CUENCA,ESPAÑA,NO,NO,
66109,VÍLLORA,39.747023,-1.611002,"Carretera Cm-2109 - Estacion Ferrocarril, S/N",16371,VÍLLORA,CUENCA,ESPAÑA,NO,NO,
66112,CAMPORROBLES,39.644829,-1.402785,"Calle Estacion Ferrocarril, 1",46330,CAMPORROBLES,VALENCIA/VALÈNCIA,ESPAÑA,NO,NO,
66113,LAS CUEVAS,39.619169,-1.283678,"Calle Estacion Ferrocarril, S/N",46313,UTIEL,VALENCIA/VALÈNCIA,ESPAÑA,NO,NO,
66200,UTIEL,39.5707742,-1.2024215,Actor Rambla S/N,46300,UTIEL,VALENCIA/VALÈNCIA,ESPAÑA,SI,NO,
66201,SAN ANTONIO DE REQUENA,39.5222997,-1.150367,"Calle Estacion Ferrocarril S/N, San Antonio (Valencia)",46390,REQUENA,VALENCIA/VALÈNCIA,ESPAÑA,SI,NO,
66202,REQUENA,39.4912708,-1.1046578,Estación FF.CC. S/N,46340,REQUENA,VALENCIA/VALÈNCIA,ESPAÑA,SI,NO,
66203,EL REBOLLAR,39.4773604,-1.0116025,"C/ Despoblado, S/N",46340,REQUENA,VALENCIA/VALÈNCIA,ESPAÑA,SI,NO,
66204,SIETE AGUAS,39.4572264,-0.9025067,"Ctra. Estación S/N, Siete Aguas (Valencia)",46392,SIETE AGUAS,VALENCIA/VALÈNCIA,ESPAÑA,SI,NO,
66205,VENTA MINA-SIETE AGUAS,39.4543509,-0.8702163,Estación FF.CC. S/N,46392,BUÑOL,VALENCIA/VALÈNCIA,ESPAÑA,SI,NO,
66206,BUÑOL,39.427139,-0.7873638,"C/ Estación Ferrocarril, S/N",46370,BUÑOL,VALENCIA/VALÈNCIA,ESPAÑA,SI,NO,
66207,CHIVA,39.4711268,-0.7229414,Avda. de la Estación S/N,46370,CHIVA,VALENCIA/VALÈNCIA,ESPAÑA,SI,NO,
66208,CHESTE,39.490903,-0.6862639,"Pla. Maestro Serrano, 2",46380,CHESTE,VALENCIA/VALÈNCIA,ESPAÑA,SI,NO,
66209,LORIGUILLA-REVA,39.4857771,-0.5673983,"C/ Estación Ferrocarril, S/N",46393,LORIGUILLA,VALENCIA/VALÈNCIA,ESPAÑA,SI,NO,
66210,CIRCUIT RICARDO TORMO,39.4954379,-0.6247545,"Ctra. Cv - 383 --- Estación Ferrocarril, S/N",46380,BUÑOL,VALENCIA/VALÈNCIA,ESPAÑA,SI,NO,
66211,ALDAIA,39.4611179,-0.4632476,"C/ Portavella, S/N",46960,ALDAIA,VALENCIA/VALÈNCIA,ESPAÑA,SI,NO,
66212,VALÈNCIA-SANT ISIDRE,39.4502194,-0.4039788,C/ Gremis S/N,46014,VALENCIA,VALENCIA/VALÈNCIA,ESPAÑA,SI,NO,VALEN
66214,XIRIVELLA-ALQUERIES,39.4626294,-0.432216,"Avda. de la Constitucio, 24",46950,XIRIVELLA,VALENCIA/VALÈNCIA,ESPAÑA,SI,NO,
67004,MARÍA DE HUERVA,41.539759,-0.998082,"C/ Estación Ferrocarril, S/N",50430,MARÍA DE HUERVA,ZARAGOZA,ESPAÑA,NO,NO,
67007,ARAÑALES DE MUEL,41.468946,-1.086394,"C/ Escalera Arañales, 8",50450,MUEL,ZARAGOZA,ESPAÑA,NO,NO,
67009,LONGARES,41.404787,-1.158791,"C/ Camino Estación Ferrocarril, S/N",50460,LONGARES,ZARAGOZA,ESPAÑA,NO,NO,
67010,CARIÑENA,41.335586,-1.228422,"Camino Estación Ferrocarril, 1",50400,CARIÑENA,ZARAGOZA,ESPAÑA,NO,NO,
67011,ENCINACORBA,41.28865,-1.278534,"C/ Estación Ferrocarril, 9",50470,ENCINACORBA,ZARAGOZA,ESPAÑA,NO,NO,
67013,VILLARREAL DE HUERVA,41.196498,-1.287096,"C/ Camino de la Estación, S/N",50490,VILLARREAL DE HUERVA,ZARAGOZA,ESPAÑA,NO,NO,
67014,VILLADOZ,41.165482,-1.279339,"Ctra. A-2509 - Estación Ferrocarril, S/N",50490,VILLADOZ,ZARAGOZA,ESPAÑA,NO,NO,
67015,BADULES,41.13951,-1.251572,"Ctra. A - 1506 --- C/ Mayor, S/N",50491,BADULES,ZARAGOZA,ESPAÑA,NO,NO,
67016,VILLAHERMOSA,41.108492,-1.239803,"Ctra. Te-17 - Estación Ferrocarril, S/N",44494,VILLAHERMOSA DEL CAMPO,TERUEL,ESPAÑA,NO,NO,
67017,FERRERUELA,41.06387,-1.239384,"Ctra. A - 2510 --- Estación de Ferrocarril, S/N",44490,FERRERUELA DE HUERVA,TERUEL,ESPAÑA,NO,NO,
67018,CUENCABUENA,41.009293,-1.254641,"Ctra. Te - 19 --- Estación Ferrocarril, S/N",44495,CALAMOCHA,TERUEL,ESPAÑA,NO,NO,
67019,LECHAGO,40.957681,-1.269087,"Autovia Mudejar A- 23 --- Estación Ferrocarril, S/N",44495,CALAMOCHA,TERUEL,ESPAÑA,NO,NO,
67020,NAVARRETE,40.936721,-1.261733,"Ctra. A-2512 - Estación Ferrocarril, S/N",44496,CALAMOCHA,TERUEL,ESPAÑA,NO,NO,
67021,CALAMOCHA,40.903864,-1.299841,"Ctra. N - 234 --- Estación Ferrocarril, S/N",44200,CALAMOCHA,TERUEL,ESPAÑA,NO,NO,
67100,CAMINREAL-FUENTES CLARAS,40.85111,-1.33765,"Ctra. Cv - 4301 --- Estación Ferrocarril, S/N",44350,CAMINREAL,TERUEL,ESPAÑA,NO,NO,
67101,TORRIJO DEL CAMPO,40.826012,-1.340498,"C/ Alemania, S/N",44393,TORRIJO DEL CAMPO,TERUEL,ESPAÑA,NO,NO,
67103,VILLAFRANCA DEL CAMPO,40.683827,-1.357927,"Ctra. Te-V-9024 - Estación Ferrocarril, S/N",44394,VILLAFRANCA DEL CAMPO,TERUEL,ESPAÑA,NO,NO,
67105,SANTA EULALIA DEL CAMPO,40.572917,-1.312995,"Barrio Estación Ferrocarril, 8",44360,SANTA EULALIA,TERUEL,ESPAÑA,NO,NO,
67107,CELLA,40.455266,-1.244329,"C/ Estación Ferrocarril, S/N",44370,CELLA,TERUEL,ESPAÑA,NO,NO,
67113,MONREAL DEL CAMPO,40.782321,-1.360792,"C/ Teruel, S/N",44300,MONREAL DEL CAMPO,TERUEL,ESPAÑA,NO,NO,
67200,TERUEL,40.341029,-1.110284,"C/ Camino de la Estación, S/N",44001,TERUEL,TERUEL,ESPAÑA,NO,NO,
67202,PUERTO ESCANDÓN,40.273092,-0.985079,"Ctra. N-234, Km. 103 - Estación Ferrocarril, S/N",44442,PUEBLA DE VALVERDE (LA),TERUEL,ESPAÑA,NO,NO,
67203,PUEBLA DE VALVERDE,40.213424,-0.944674,"Ctra. Te-620 - Camino Estación Ferrocarril, S/N",44450,PUEBLA DE VALVERDE (LA),TERUEL,ESPAÑA,NO,NO,
67205,SARRIÓN,40.146339,-0.823631,"C/ Camino de la Estación, S/N",44460,SARRIÓN,TERUEL,ESPAÑA,NO,NO,
67206,MORA DE RUBIELOS,40.123142,-0.786145,"C/ Estación Ferrocarril Mora, 1",44477,ALBENTOSA,TERUEL,ESPAÑA,NO,NO,
67207,RUBIELOS DE MORA,40.118006,-0.773463,"Ctra. Te-V-6005 - Estación Ferrocarril, S/N",44477,RUBIELOS DE MORA,TERUEL,ESPAÑA,NO,NO,
67208,BARRACAS,40.01174,-0.696151,"Avda. Estación Ferrocarril, 9",12420,BARRACAS,CASTELLÓN/CASTELLÓ,ESPAÑA,NO,NO,
67210,MASADAS BLANCAS (APT),39.948937,-0.656586,,,CAUDIEL,CASTELLÓN/CASTELLÓ,ESPAÑA,NO,NO,
67211,CAUDIEL,39.9473696,-0.5720537,"Paseo de la Estación, S/N",12440,CAUDIEL,CASTELLÓN/CASTELLÓ,ESPAÑA,SI,NO,
67212,JÉRICA-VIVER,39.9149777,-0.5693896,"C/ Estación Ferrocarril, S/N",12450,JÉRICA,CASTELLÓN/CASTELLÓ,ESPAÑA,SI,NO,
67213,NAVAJAS,39.8744166,-0.5059546,"C/ Estación de Ferrocarril, S/N",12470,NAVAJAS,CASTELLÓN/CASTELLÓ,ESPAÑA,SI,NO,
67214,SEGORBE-ARRABAL,39.854557,-0.493863,"Crta, N-234 - Estación de Ffcc",12400,SEGORBE,CASTELLÓN/CASTELLÓ,ESPAÑA,SI,NO,
67215,SEGORBE-CIUDAD,39.8471755,-0.4823544,Explanada de la Estación 2,12400,SEGORBE,CASTELLÓN/CASTELLÓ,ESPAÑA,SI,NO,
67216,ALGIMIA-CIUDAD,39.7529934,-0.3657542,"C/ Picaio, S/N",46148,ALGIMIA DE ALFARA,VALENCIA/VALÈNCIA,ESPAÑA,SI,NO,
67217,SONEJA,39.8126015,-0.4318206,Pza. Estación S/N,12480,SONEJA,CASTELLÓN/CASTELLÓ,ESPAÑA,SI,NO,
67221,ESTIVELLA-ALBALAT DELS TARONGERS,39.706408,-0.348324,"Avda. Camp de Morvedre, S/N",46590,ESTIVELLA,VALENCIA/VALÈNCIA,ESPAÑA,SI,NO,
67223,GILET,39.6793985,-0.3206548,"C/ Doctor Vila, S/N",46149,GILET,VALENCIA/VALÈNCIA,ESPAÑA,SI,NO,
69001,GENOVÉS,38.98773,-0.47988,"C/ Estación Ferrocarril, S/N",46894,GENOVÉS,VALENCIA/VALÈNCIA,ESPAÑA,NO,NO,
